"run","tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour"
1,1.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,2.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,3.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,4.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,5.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,6.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,7.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,8.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,9.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,10.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,11.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,12.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,13.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,14.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,15.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,16.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,17.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,18.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,19.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,20.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,21.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,22.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,23.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,24.0,0.0,3.8461538461538463,0.0,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,25.0,0.38461538461538464,3.8461538461538463,0.38461538461538464,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,26.0,1.153846153846154,3.8461538461538463,1.153846153846154,72.3076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,27.0,1.153846153846154,3.8461538461538463,1.153846153846154,74.8076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,28.0,2.8846153846153846,5.0,2.8846153846153846,74.8076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,29.0,2.8846153846153846,5.0,2.8846153846153846,74.8076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,30.0,3.8461538461538463,6.923076923076923,3.8461538461538463,74.8076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,31.0,3.8461538461538463,6.923076923076923,3.8461538461538463,74.8076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,32.0,3.8461538461538463,6.923076923076923,3.8461538461538463,74.8076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,33.0,3.8461538461538463,6.923076923076923,3.8461538461538463,74.8076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,34.0,3.8461538461538463,6.923076923076923,3.8461538461538463,74.8076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,35.0,3.8461538461538463,6.923076923076923,3.8461538461538463,74.8076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,36.0,3.8461538461538463,10.384615384615385,3.8461538461538463,74.8076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,37.0,3.8461538461538463,10.384615384615385,3.8461538461538463,74.8076923076923,72.3076923076923,72.3076923076923,1.0,0.0
1,38.0,3.8461538461538463,10.384615384615385,3.8461538461538463,74.8076923076923,72.3076923076923,72.3076923076923,1.0,0.0
