"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht"
1.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
2.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
3.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
4.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
5.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
6.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
7.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
8.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
9.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
10.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
11.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
12.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
13.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
14.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
15.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
16.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
17.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
18.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
19.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
20.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
21.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
22.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.0,0.0
23.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.19230769230769232,0.19230769230769232
24.0,0.0,0.7692307692307693,0.0,31.538461538461537,0.38461538461538464,0.38461538461538464
25.0,0.19230769230769232,0.7692307692307693,0.19230769230769232,31.538461538461537,0.38461538461538464,0.38461538461538464
26.0,0.38461538461538464,0.7692307692307693,0.38461538461538464,31.538461538461537,0.9615384615384616,0.9615384615384616
