"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","ResistenzPflanze","behaviour","pestCount","GRsichtCount","GRertragCount","septoriaCount","STsichtCount","STertragCount"
1.0,5150000.0,0.9708737864077669,0.0,0.0,28.54368932038835,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
2.0,5150000.0,0.9708737864077669,0.0,0.0,28.54368932038835,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
3.0,5150000.0,1.1650485436893203,0.0,0.0,64.27184466019418,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
4.0,5150000.0,1.1650485436893203,0.0,0.0,64.27184466019418,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
5.0,5150000.0,1.1650485436893203,0.0,0.0,69.32038834951456,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
6.0,5150000.0,1.1650485436893203,0.0,0.0,69.32038834951456,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
7.0,5150000.0,1.1650485436893203,0.0,0.0,71.45631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
8.0,5150000.0,1.1650485436893203,0.0,0.0,71.45631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
9.0,5150000.0,1.1650485436893203,0.0,0.0,73.39805825242719,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
10.0,5150000.0,1.1650485436893203,0.0,0.0,73.39805825242719,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
11.0,5150000.0,1.1650485436893203,0.0,0.0,73.7864077669903,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
12.0,5150000.0,1.1650485436893203,0.0,0.0,73.7864077669903,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
13.0,5150000.0,1.1650485436893203,0.0,0.0,73.98058252427184,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
14.0,5150000.0,1.1650485436893203,0.0,0.0,73.98058252427184,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
15.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
16.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
17.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
18.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
19.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
20.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
21.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
22.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
23.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
24.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
25.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
26.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
27.0,5150000.0,1.1650485436893203,0.0,0.0,74.5631067961165,0.0,0.0,1.0,0.0,6,0.0,0.0,501,0.0,0.0
