"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour","AnzahlFungizidanw","Location"
1.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
2.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
3.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
4.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
5.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
6.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
7.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
8.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
9.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
10.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
11.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
12.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
13.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
14.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
15.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
16.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
17.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
18.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
19.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
20.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
21.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
22.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
23.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
24.0,0.0,76.4423076923077,0.0,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
25.0,31.201923076923077,76.4423076923077,31.201923076923077,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
26.0,31.201923076923077,76.4423076923077,31.201923076923077,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
27.0,51.63461538461539,76.4423076923077,51.63461538461539,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
28.0,51.63461538461539,76.4423076923077,51.63461538461539,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
29.0,67.01923076923076,76.4423076923077,67.01923076923076,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
30.0,67.01923076923076,76.4423076923077,67.01923076923076,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
31.0,76.4423076923077,76.4423076923077,76.4423076923077,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
32.0,76.4423076923077,76.4423076923077,76.4423076923077,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
33.0,76.4423076923077,95.8173076923077,76.4423076923077,17.596153846153847,17.596153846153847,17.596153846153847,1.0,3.0,0.0,1.0
